ds,yhat,yhat_lower,yhat_upper
2023-03-19,19172.468926394824,-3343.120789272777,41228.31859667536
2023-03-20,19921.969217930848,-5094.246761610706,42974.77865571686
2023-03-21,18214.083517800605,-4149.214358892897,40833.212553841346
2023-03-22,18682.31986051167,-4813.427298441721,41079.17963790531
2023-03-23,24512.9915285338,1327.823887571823,49588.389364647715
2023-03-24,21466.8300489852,-2171.331901239104,44880.478148505645
2023-03-25,16588.58691000392,-7509.291475416867,39980.85050716092
2023-03-26,18065.64034899799,-4880.995793304766,40934.83635990532
2023-03-27,21684.818576266545,-643.5371642050465,44966.052383174676
2023-03-28,19361.584841918866,-3298.7149005611236,41455.01903499141
2023-03-29,16893.04570668112,-7697.481271679314,39372.53045307908
2023-03-30,10830.856511488284,-10917.682299154318,33578.478919318215
2023-03-31,11353.882637087594,-13498.746076462352,34081.58769123784
2023-04-01,29897.4054963374,8114.284300982493,54555.71404664463
2023-04-02,11632.740062563422,-11017.168748491587,34303.75021282449
2023-04-03,12073.772228793692,-10320.911349410297,34534.28487936091
2023-04-04,10295.659727641832,-14014.932139242286,33276.60034917189
2023-04-05,12668.063349388323,-9585.034697364696,36416.59822150012
2023-04-06,11148.015328136687,-10890.095404742475,33675.153987873164
2023-04-07,20857.02973576555,-1774.9280150440582,44299.16312707654
2023-04-08,5247.346425625452,-19794.38283394366,27509.84439919541
2023-04-09,17305.792695815537,-6280.147789621068,41367.66544659058
2023-04-10,10407.122762128223,-13023.975150526943,33015.23334832402
2023-04-11,12536.965617329697,-11456.847702693842,35214.822325163565
2023-04-12,19106.276906149847,-2617.6139867738325,41974.69384762976
2023-04-13,18595.044536634734,-3238.352849095083,41007.653054567054
2023-04-14,16048.84621686721,-6568.304858461618,39108.78107450665
2023-04-15,17697.542625982653,-5067.587464948149,39425.44099591447
2023-04-16,8770.668078729399,-14261.460382860505,30167.23153380613
2023-04-17,22773.43199892526,410.2699022177867,45472.16869130107
2023-04-18,35963.92782536232,13179.718395640664,58701.48063633458
2023-04-19,20043.20735669613,-3832.9996942082525,41708.39257814253
2023-04-20,12812.558679166226,-10523.546169612679,36342.60292846551
2023-04-21,17842.256033964517,-4062.0656621672947,41168.712195923166
2023-04-22,19019.354994057096,-6017.926509088251,41976.65197010759
2023-04-23,21867.774186534552,-2605.4011799192544,45639.687032574875
2023-04-24,23163.254886977546,1493.179956269297,47779.63042550647
2023-04-25,21965.560176290426,-752.3646332057668,42833.66015821915
2023-04-26,22905.05241590284,-3.901555416381232,45374.87905846824
2023-04-27,22700.955085107667,-2737.9986394970397,45251.31176796241
2023-04-28,26184.775627991865,2192.6437535989485,49051.3839497077
2023-04-29,24032.59573277748,336.11695203281994,46964.41953967135
2023-04-30,23573.58929297094,-239.35035702858096,45085.53700690099
2023-05-01,25003.2897992867,2544.987255852177,48204.008760898985
2023-05-02,23913.310010689333,-115.22784618613734,48675.816882492996
2023-05-03,24927.78795091623,2354.6009518249116,47844.5876241783
2023-05-04,24760.61015186712,829.646575520783,46148.26641907871
2023-05-05,28239.03111794954,4043.339330148679,51573.84665788557
2023-05-06,26036.127407526816,3580.8570021241057,48126.05499968839
2023-05-07,25479.441289269987,2712.9939961936657,49354.36122916745
2023-05-08,26764.331643550093,4115.818889668095,49501.111376793015
2023-05-09,25483.732042215946,2916.3980658197684,49401.00550404086
2023-05-10,26264.588680912726,2703.9084699683344,50924.44722760264
2023-05-11,25825.02900928626,690.4259494889898,47181.82600227312
2023-05-12,28997.881430558704,7037.235542027238,51335.969675571796
2023-05-13,26462.98723871845,3802.433045718807,48613.138223120426
2023-05-14,25555.663831729606,684.1409968622937,48931.02271404905
2023-05-15,26479.84207991002,3004.7534141790825,49629.15260184139
2023-05-16,24837.584138381797,3145.843302892433,46287.05693281755
2023-05-17,25265.261399026327,1450.7281681592501,47710.69892685545
2023-05-18,24490.451193329132,2544.5682893268163,46300.1815624489
2023-05-19,27355.18072120424,4827.503305750387,51605.53945400478
2023-05-20,24547.967629028877,2135.7428179434123,48738.4635025601
2023-05-21,23412.02442585619,-449.8158242753574,45280.05480594632
2023-05-22,24158.157417385708,3357.25805920381,46257.20590876097
2023-05-23,22394.07366184776,-812.565576811345,45285.82710207385
2023-05-24,22760.382056381324,758.4801327751451,44952.74645779916
2023-05-25,21987.352582620435,-871.164337344057,44103.536437461255
2023-05-26,24918.066444227115,1526.2960750029554,46952.17914003461
2023-05-27,22240.409489249792,2354.387090441919,45684.85143800988
2023-05-28,21295.277696520116,-1790.967724467596,43729.392819372304
2023-05-29,22289.525568511544,-2286.745748344952,46324.59385683667
2023-05-30,20825.369662567584,428.6860973817393,44670.01367141423
2023-05-31,21536.530699523937,-2111.5902164755153,45959.63788541695
2023-06-01,21145.174288646464,-1459.7285081841305,45143.361565491985
2023-06-02,24485.27781036003,260.20958377889366,48107.24622385193
2023-06-03,22234.869610067053,470.2445666364114,46340.24764412415
2023-06-04,21724.50217976196,-2826.4284287375117,45226.70234986378
2023-06-05,23150.482415121238,1815.747685458698,46742.309336840604
2023-06-06,22104.563003628507,118.67566444097763,44718.01688108464
2023-06-07,23210.37002736567,415.31831906959377,47408.63928249688
2023-06-08,23180.61853382018,170.55802080161175,45403.38714522245
2023-06-09,26840.735646036854,3858.9387457791513,50824.5938840476
2023-06-10,24861.329947889175,384.26508014699084,46415.45035461439
2023-06-11,24566.862168705502,1531.3973218939511,47313.15445576231
2023-06-12,26149.034616306904,2907.2870516221847,48317.95027541961
2023-06-13,25196.598802737404,1948.1248898683912,47957.71380493005
2023-06-14,26331.853153465174,4480.0802495038,48719.84100026768
2023-06-15,26267.880618087223,4454.245796649012,49666.00337717957
2023-06-16,29832.14528489818,9695.048930098525,54610.81258733512
2023-06-17,27698.887693946574,4886.117360407534,50546.02476709746
2023-06-18,27197.67624356951,5522.938081216938,50816.27100033608
2023-06-19,28526.635798216863,4553.280005872599,52387.80784226226
2023-06-20,27282.05793117434,4832.093486409779,51691.585228889446
2023-06-21,28094.67060655845,5671.138086781036,50405.06073972729
2023-06-22,27686.6240331855,4382.582617790791,49487.97775235959
2023-06-23,30894.81934765684,8614.108490528673,55023.49372894181
2023-06-24,28403.027839342703,5668.441796036176,50942.41339477107
2023-06-25,27550.166346771417,4434.656237060518,51698.15470906557
2023-06-26,28543.25813556631,5649.408208164167,50806.559211538566
2023-06-27,26986.791617096467,3074.6777919289,49975.888923890416
2023-06-28,27518.762122679826,4804.984660127905,50594.479075423515
2023-06-29,26867.46014014008,2444.9518283980024,51103.82911322875
2023-06-30,29874.63840815036,8160.082050735878,53515.66123840774
2023-07-01,27227.510212684745,4235.862926694235,50939.589697830066
2023-07-02,26266.94790168307,3989.5765677425206,49471.425727936126
2023-07-03,27200.41297077069,3425.1768462138853,49449.3885861696
2023-07-04,25631.330717649325,3700.914217373587,48647.73422633073
2023-07-05,26195.19389771693,3501.1144758906876,48989.96114253952
2023-07-06,25616.456610676607,3209.158071531514,47667.55038427686
2023-07-07,28731.84730944007,5077.977638962815,51409.0139273422
2023-07-08,26222.54855306588,3991.2591377215026,48996.74551641875
2023-07-09,25422.60672336791,2142.182005291033,48526.78840037056
2023-07-10,26532.09636559182,3746.6077992233663,48190.92027254804
2023-07-11,25146.744766608863,3137.6037599806314,49346.440423548534
2023-07-12,25894.293353169407,1749.3167632671004,49952.567097229556
2023-07-13,25491.649063987363,3857.8830274600855,47774.62333702125
2023-07-14,28768.446531585847,7249.158358672396,52234.94656594775
2023-07-15,26399.460907038632,1710.8891484059955,49539.88750863096
2023-07-16,25713.227260908174,1813.1904791743052,49162.53375748108
2023-07-17,26905.38468396802,3525.3431643479735,51049.9978506899
2023-07-18,25568.445040581304,1981.9691422577453,49062.1962336694
2023-07-19,26328.258471647747,1150.9370720977406,48979.15370088737
2023-07-20,25901.225504231985,2585.1967175797704,48267.7230201828
2023-07-21,29117.874674121827,5281.457068199525,51064.2138690213
2023-07-22,26655.244968072577,3816.6402302535457,49079.11796865449
2023-07-23,25845.42992195883,1385.9031359485884,48503.80818336914
2023-07-24,26888.803781059683,4657.041862989833,49724.559930645635
2023-07-25,25383.63334562892,-341.5773644224523,46624.52757120404
2023-07-26,25962.35242364447,2261.676406343677,47750.99172086328
2023-07-27,25348.55470603657,2605.710087497589,47574.25342172121
2023-07-28,28380.33080943785,4603.60833234831,51318.739678902064
2023-07-29,25742.396329400788,2940.4020017498183,47982.913296450904
2023-07-30,24774.375742143435,3088.511560568487,46227.796080301974
2023-07-31,25683.770784367614,1931.1978502508814,49178.16722794629
2023-08-01,24075.325128258428,359.5352801336324,46562.66751410271
2023-08-02,24587.070185437948,1822.0106673182252,47152.235517011875
2023-08-03,23947.115242344273,153.0974728521757,47048.023947582056
2023-08-04,26996.814304075513,4547.40320233255,51420.80563160566
2023-08-05,24422.762160048133,1442.490624987816,48187.41703307498
2023-08-06,23564.98903857236,680.3259261027509,46318.40677447256
2023-08-07,24629.885722664007,-657.3027414978405,48404.87098662213
2023-08-08,23219.57279319456,983.2225023874352,45621.9072473562
2023-08-09,23967.99922261109,243.21999927636926,47038.38204692621
2023-08-10,23597.83243048327,495.8909968787453,45324.81320162638
2023-08-11,26943.769627943417,4125.04812429778,50889.355659080386
2023-08-12,24684.71902325451,2839.7235767334655,46875.97091360978
2023-08-13,24152.215032294356,11.942538802064782,48258.54466024512
2023-08-14,25543.593009370645,2553.5850783519595,50198.28278467949
2023-08-15,24451.629857671476,1811.7066319450325,47041.1526821774
2023-08-16,25500.927698966116,3498.334240077734,50435.59417952088
2023-08-17,25405.094169968645,2605.456908503072,48942.14184244865
2023-08-18,28990.340382085968,7407.771851682217,51203.728366529554
2023-08-19,26927.93634154263,5068.588076665389,50265.10999223368
2023-08-20,26542.879476421193,4414.586798555229,49469.105345850156
2023-08-21,28027.29383111801,5003.93125362289,51521.695445751626
2023-08-22,26970.259094697198,3916.023262610119,52140.11712598814
2023-08-23,27994.34047138101,4423.007973337447,51852.05376450302
2023-08-24,27812.86796550697,6239.2327397388535,51114.38309717414
2023-08-25,31253.58248001353,9908.739860892809,56287.71007210077
2023-08-26,28991.086358058703,6324.911108023867,52986.832998497004
2023-08-27,28355.45339549828,3478.1088319738465,50838.3681070999
2023-08-28,29545.516839855776,6055.175387184795,52064.320118423166
2023-08-29,28158.537077647106,5395.144089582131,51325.26242643815
2023-08-30,28826.524037021372,5863.541427835197,53030.36487508694
2023-08-31,28273.268310604406,4979.464390850284,50488.04136170309
2023-09-01,31337.705074889607,8936.325276183277,54687.15926001264
2023-09-02,28706.056179463212,6864.897882677495,50949.99896887448
2023-09-03,27720.11402595159,6321.498791061574,51189.40754722106
2023-09-04,28590.19494768832,7560.044702991664,52152.66311395582
2023-09-05,26924.47332913837,3012.6791205782015,49399.219819438156
2023-09-06,27364.98109473878,3615.689705310056,49242.74614701568
2023-09-07,26644.3359630789,2763.157452765632,48072.269888646224
2023-09-08,29608.831447702814,6591.381713459973,51483.610873814774
2023-09-09,26950.34213564244,3092.7188732708514,49967.640120492186
2023-09-10,26014.41503312147,3566.279418293785,48189.252076563724
2023-09-11,27013.080656926726,5442.320636073525,49673.398714506024
2023-09-12,25554.099696298003,1516.2656920276281,47082.63597206293
2023-09-13,26276.93293722674,3465.548620940795,48123.44312848796
2023-09-14,25909.49928737733,3483.2735268297115,49014.36952709297
2023-09-15,29291.354652521146,8833.294177492837,51767.55955442668
2023-09-16,27105.743290484832,4994.452163680988,50370.05510632083
2023-09-17,26687.88889623563,3121.3324658320826,50920.30981297606
2023-09-18,28238.054022961955,3767.6922942032047,51802.00876323493
2023-09-19,27351.07718834668,4766.344819507864,49605.39930910362
2023-09-20,28652.667659335122,4001.4684739520467,49534.033543872654
2023-09-21,28856.514043436786,5974.526289245535,52711.31145825003
2023-09-22,32787.82996119699,11821.85065714822,57226.32286491573
2023-09-23,31115.778447395023,9659.271793338348,53204.205938910694
2023-09-24,31162.132140975547,8817.631435436342,54832.62384022069
2023-09-25,33114.68771559773,10313.378586338093,56745.268935500906
2023-09-26,32557.13417070202,9826.424093281157,55953.31504989934
2023-09-27,34105.64578828626,12134.816426980919,57953.360474774265
2023-09-28,34466.24765695496,13456.053509411471,57719.43963913762
2023-09-29,38458.5699112904,14386.698991971201,59431.28622186165
2023-09-30,36748.42654346898,13851.165348840199,60834.43373275863
2023-10-01,36656.57154772751,14352.40498257194,60047.27411151285
2023-10-02,38372.14819725475,16004.925414879484,62076.89754189823
2023-10-03,37482.53004782001,15852.913659316973,59369.44039615442
2023-10-04,38609.82526347832,15443.814257969536,62224.521887192815
2023-10-05,38468.09459056657,17428.859400984096,63189.5153376668
2023-10-06,41886.90321335195,19729.887838091636,65396.5562821901
2023-10-07,39543.647946332276,17799.098384412722,61851.34071034463
2023-10-08,38772.01947913112,16180.859790559194,60430.889035468885
2023-10-09,39775.123587856375,16586.027336302446,61829.69547155187
2023-10-10,38154.96894958163,14601.295944711275,61394.68907036972
2023-10-11,38548.60286718883,15004.076978678922,61926.38765170833
2023-10-12,37684.955336314815,15568.36799170339,61014.97580812696
2023-10-13,40408.021899557374,18641.474993814372,64212.88974524215
2023-10-14,37408.83677035784,13627.235290520997,59895.410599655705
2023-10-15,36033.605502416096,13234.835206859427,57797.62187129631
2023-10-16,36496.529939890155,12574.074455645017,59656.86102295965
2023-10-17,34409.04092063514,11977.640409227442,57130.35896426873
2023-10-18,34415.72666913027,10712.228149676426,57398.42957673611
2023-10-19,33251.022551357804,9707.243768180573,57030.86002569353
2023-10-20,35762.29634414133,12341.147518652686,57576.28766027445
2023-10-21,32641.78257725387,9873.285328203858,55243.39272112909
2023-10-22,31234.735617445243,8230.243553669356,52529.754678724115
2023-10-23,31752.332937591327,8282.103187274844,53870.29487071335
2023-10-24,29801.0411123089,6610.410555199955,51918.84186440147
2023-10-25,30018.72800138477,7107.1391092027025,52450.08576737943
2023-10-26,29131.58091059236,6817.224871056988,51237.56902546496
2023-10-27,31977.457772089452,9861.902112974278,55134.33957900471
2023-10-28,29238.116778263713,7462.188641494387,52070.85793668563
2023-10-29,28247.68523864463,6474.075892939362,50804.87301193614
2023-10-30,29205.88971432294,6254.896337122231,51684.95854914375
2023-10-31,27707.750307222348,5829.036028799284,51913.7944461652
2023-11-01,28380.013015714292,6729.6937288934,53598.42311225252
2023-11-02,27938.37068566813,3381.357945337015,50628.372604606084
2023-11-03,31211.090960959315,10491.309539274285,54888.47124701896
2023-11-04,28871.488881543642,6980.362222782986,52657.46060861677
2023-11-05,28246.59819593918,6609.069005007464,51899.63018418162
2023-11-06,29530.557994055904,6107.778848884546,52633.84782244806
2023-11-07,28314.41355983059,7377.7060635449325,52301.1376661817
2023-11-08,29222.602853978537,4445.43375279898,52182.13848091268
2023-11-09,28970.178301068107,5032.2974772804855,51532.9697127533
2023-11-10,32386.383030818266,9209.169803433664,56287.15958321378
2023-11-11,30147.02155768231,8622.763657478541,54241.481854348116
2023-11-12,29582.982811049296,6960.934596417282,50161.132777404455
2023-11-13,30893.437352630677,8921.870321899092,55048.62608998471
2023-11-14,29675.414133705042,6828.499980505785,53486.37008110313
2023-11-15,30560.035676479143,7055.495755286712,52995.12339438487
2023-11-16,30269.46961905008,6387.4241348033365,52888.153762810165
2023-11-17,33640.224576755354,10455.566885665154,57051.85324689453
2023-11-18,31355.239374804805,10445.116460171823,54255.71268340768
2023-11-19,30752.13262708246,8741.1795061253,55134.60513060988
2023-11-20,32036.143275418257,10848.76534581802,53958.656390440905
2023-11-21,30809.475668250325,7564.598194159531,53168.64808735891
2023-11-22,31707.335486509113,9859.013180018788,53146.51770938497
2023-11-23,31454.72085245557,6744.98562162129,53197.24923873653
2023-11-24,34889.601746990025,11145.200722480136,58163.34236575576
2023-11-25,32694.9405826615,9109.355761107945,56304.660006838225
2023-11-26,32206.92320223964,8226.522369291542,55506.57856451806
2023-11-27,33627.93164434988,8522.136013004216,54122.92805597942
2023-11-28,32555.971389645558,10031.990267025847,54761.727901606995
2023-11-29,33620.8369628372,10660.371297633135,58849.65278193095
2023-11-30,33541.076296842744,9719.157759749734,53978.63248217092
2023-12-01,37147.381676048666,14021.13020521146,59774.07348139425
2023-12-02,35114.85357650057,10147.29854952934,57131.884029194334
2023-12-03,34771.4991195212,11980.563326705442,57157.48865559086
2023-12-04,36311.48812225736,12526.485935737957,58072.41891295572
2023-12-05,35324.870571601765,11873.195256512321,60327.15348165193
2023-12-06,36434.03020971699,13164.077041791725,59827.30539391036
2023-12-07,36350.92546841847,14823.87236298883,59283.183580744735
2023-12-08,39900.73667336119,16049.261682135339,63452.64321669109
2023-12-09,37754.357492236246,14765.827060648444,59469.92827594742
2023-12-10,37237.08480608353,15092.219143603741,60470.22733142841
2023-12-11,38542.02349689265,15381.645409784647,61076.31953921003
2023-12-12,37259.904712932555,15506.926233482704,60391.27067597451
2023-12-13,38015.58846684157,14879.977456066534,60490.38868867348
2023-12-14,37525.29948747743,15724.525074068595,58738.359153099795
2023-12-15,40620.2145499173,17544.270120200683,64490.79293551753
2023-12-16,37978.84020617213,15605.236038550769,62064.417023207316
2023-12-17,36935.537672232516,13668.552454570932,57835.85353422215
2023-12-18,37693.71550448824,14063.71991181795,61688.69875562541
2023-12-19,35855.39421791041,12960.450017076972,59695.19547164868
2023-12-20,36057.42058780634,12061.739806449148,58047.81030834514
2023-12-21,35028.38854300941,10652.028582726467,55279.178468181664
2023-12-22,37611.89373515319,14072.519214509271,61575.45962383414
2023-12-23,34498.57018334154,12025.026953926259,55579.44485211234
2023-12-24,33034.27556972006,8527.855085654515,55742.819493358686
2023-12-25,33432.95569481815,8918.647074108534,56302.98363904961
2023-12-26,31305.901888543875,7964.320513109391,54367.62294657989
2023-12-27,31297.688244600235,7022.527851249715,53127.861254934825
2023-12-28,30142.853925655025,8909.200089449707,52623.30686043963
2023-12-29,32688.96492717086,12060.37610687596,55781.51189882857
2023-12-30,29628.50974746713,7352.6879621217795,52288.71303728842
2023-12-31,28307.000148432748,6268.897606720951,50228.50753197723
2024-01-01,28935.81054243396,5251.971606349596,51878.674650788904
2024-01-02,27121.471147860277,4861.324132192091,50612.922728450416
2024-01-03,27501.701398696227,5460.299096225393,50611.54968386274
2024-01-04,26802.24674456387,4394.566115651979,51252.270347253725
2024-01-05,29860.149440266043,6208.9634813965695,53238.21736021733
2024-01-06,27355.90240573263,6469.4717519266605,51957.229232955775
2024-01-07,26621.850541675438,2698.3689695894027,48106.66966097096
2024-01-08,27855.364988998335,5620.407550598469,50281.18271589839
2024-01-09,26648.496414967507,2197.95687983644,49342.171454134645
2024-01-10,27624.38397332878,4759.997853660492,51730.08533840399
2024-01-11,27494.4727565681,3295.303689588937,50403.57231162285
2024-01-12,31082.159820813315,8801.988130925969,53465.30099934626
2024-01-13,29055.307448132015,5975.896726725564,52177.77134025332
2024-01-14,28734.978014068973,4331.32946511526,52139.83280307733
2024-01-15,30308.906619871672,6751.994096346449,52600.561338215375
2024-01-16,29361.409187317473,6819.146895021562,52433.949681528895
2024-01-17,30509.995484068706,8689.547365329949,53221.931349136714
2024-01-18,30462.734110020938,8094.217544664109,53583.200685027805
2024-01-19,34041.98530924927,12105.765369924215,57841.95567578394
2024-01-20,31916.937747202755,9288.278341707466,55502.569583723794
2024-01-21,31412.30286202173,6363.847755205182,52878.68302289645
2024-01-22,32721.683981385802,7433.868213158064,55480.545885980435
2024-01-23,31437.32069897832,7993.648976623669,53875.73028871611
2024-01-24,32186.48246262791,7862.378080232236,54142.00810558684
2024-01-25,31688.564450633305,8529.366266602552,55127.42183084816
2024-01-26,34778.509040287,12734.29727115006,57942.267180299794
2024-01-27,32138.997630803926,11010.372007585602,55132.8699984739
2024-01-28,31108.775992223782,8005.586478538889,53866.2884136409
2024-01-29,31895.64056445865,9975.423287338745,54525.532181310846
2024-01-30,30105.7968142788,8003.828430447157,52245.96987902519
2024-01-31,30379.87429666272,7352.856224736281,52773.4353956305
2024-02-01,29449.66197057918,5637.939529598737,51766.14250706013
2024-02-02,32161.197029470655,11043.267137748535,56110.201990514535
2024-02-03,29206.6611675268,6630.172728175077,53318.25424257015
2024-02-04,27932.455556874807,4126.76681605119,50471.32999294188
2024-02-05,28551.98878033184,5600.171919564305,50105.53828777914
2024-02-06,26674.894175115674,4770.809114010795,51730.78759350258
2024-02-07,26942.96495932074,3027.104424913483,49698.32028615919
2024-02-08,26086.872693440517,4080.744031448652,48849.402443456216
2024-02-09,28949.302562893197,6788.770219107991,51267.98535190887
2024-02-10,26216.95785032029,4274.0956350456945,50574.055437201256
2024-02-11,25228.801589025432,3796.0212774631655,49037.67369752471
2024-02-12,26189.064739049394,2791.2187043107183,50658.96944117555
2024-02-13,24696.7309207226,361.9287655271226,46150.95271727678
2024-02-14,25381.7783962701,3515.429364271427,47869.50290103932
2024-02-15,24962.23606173001,1463.7724205861505,48706.44828259717
2024-02-16,28267.67733251126,5972.338998090372,51733.16439221508
2024-02-17,25971.594136489508,957.2789706316039,47610.87017877553
2024-02-18,25400.008594288305,1322.3612988009897,48371.742930876935
2024-02-19,26744.841341788553,3778.719283276743,49175.58803248474
2024-02-20,25593.73650600521,2821.788578361371,49285.58669579682
2024-02-21,26566.614576877557,3444.763574528064,49697.67782263603
2024-02-22,26373.001401385638,3604.953664284121,49662.67276875677
2024-02-23,29835.74975538096,7145.051742894146,53524.283553216235
2024-02-24,27623.58960803293,5019.111204828665,50217.584794051
2024-02-25,27059.860052219065,4231.523985439345,50854.66531486621
2024-02-26,28335.93886671672,5381.489928627558,50643.488784094465
2024-02-27,27041.06842455513,4429.689270216635,48365.672657211064
2024-02-28,27798.849614082443,4447.018916897577,50121.54388112622
2024-02-29,27324.45412097764,6157.074120348301,48813.55139264304
2024-03-01,30448.17527580369,7898.317869064422,53362.1215699856
2024-03-02,27847.758840989314,5637.92200863353,50958.587256508305
2024-03-03,26856.87331916794,3895.351544662917,50664.202936511756
2024-03-04,27678.243508819247,4581.44710397613,51011.351357799824
2024-03-05,25913.154702323296,2154.2640702810577,50177.963641240414
2024-03-06,26197.60853947032,2812.8411148004025,49740.5503911246
2024-03-07,25259.190602665567,3028.303291266033,47157.85842894972
2024-03-08,27940.279805590315,3663.5412058999914,51059.17192674001
2024-03-09,24930.05061994891,4025.459600146163,48045.78323035196
2024-03-10,23572.636940099266,-143.39903379477366,46457.85939062455
2024-03-11,30544.38644194789,8883.164111167773,55415.809509782914
2024-03-12,22381.314385714955,608.3163643534651,44355.86710576846
2024-03-13,20092.369211351186,-2548.290103546507,41702.894059163744
2024-03-14,21266.23229223552,-1965.8718049024365,44786.163691147754
2024-03-15,26337.976235025933,5573.320112319936,48974.198230538204
2024-03-16,22320.478460385002,-739.4136679105491,45185.95565805181
2024-03-17,17729.147629355575,-4772.679623428878,39717.6984587244
2024-03-18,12610.517960181744,-11063.076977579858,35794.99472223137
2024-03-19,7920.664015556471,-13757.235883500609,30274.729698567095
2024-03-20,29058.070318619615,7344.641056052214,52399.4973041348
2024-03-21,10591.527641566769,-12539.507733577619,33875.72756442332
2024-03-22,12676.673768232007,-8581.148243771884,35279.923297392656
2024-03-23,9477.167888681412,-11048.202509096302,32796.10405109825
2024-03-24,10069.953394272736,-11362.898146630961,32879.57668675939
2024-03-25,9894.186882099326,-11433.192476833327,31828.34937051133
2024-03-26,14834.52044054781,-6836.301937541389,37970.21002147431
2024-03-27,2291.46109788628,-20636.866465564533,26740.602595526227
2024-03-28,14633.982695675984,-7320.100142798526,37606.54797526572
2024-03-29,9863.345370321389,-14221.039435181206,32464.71528775985
2024-03-30,11038.984161217213,-13102.361920686997,33229.28094432673
2024-03-31,16265.436366338634,-5267.642314737337,39294.037824062805
2024-04-01,17492.515042999454,-6081.64875542108,40655.46542043855
2024-04-02,10518.39703493578,-10600.798911920781,34435.466027455346
2024-04-03,15512.731094502258,-8037.134790307101,38221.28936344346
2024-04-04,7081.010438593912,-13877.451366736403,31903.281400162978
2024-04-05,23351.21165006995,1009.1900635852163,46870.16913401162
2024-04-06,35654.02329310507,11750.9176151214,56914.73637518594
2024-04-07,18385.394457793536,-3873.647678374568,39437.16149693464
2024-04-08,12820.199726435007,-10705.539507607235,35266.35071802094
2024-04-09,13287.36220518374,-9612.499886473006,36475.36575108799
2024-04-10,17621.8352613472,-4695.530741106686,40290.55916022449
2024-04-11,20733.37423470249,-2196.0116740825233,45039.4404833087
2024-04-12,24031.787502707346,1035.9570580616955,45474.501417830186
2024-04-13,21661.766400494922,-3234.74027963718,44985.74420761835
2024-04-14,20961.517292369484,-434.66351363538575,44598.0477895209
2024-04-15,22136.973407588124,-1376.54670693095,43777.141546285726
2024-04-16,20791.150077368566,-1244.8822567086409,46540.19992646996
2024-04-17,21560.19083447507,-748.2904976862824,43920.03572843987
2024-04-18,21170.168072017863,-2443.0698684819345,44346.57221509289
2024-04-19,24460.270718153493,3153.272969232907,49229.88221809217
2024-04-20,22114.831097609647,-1304.0022718693713,43951.25690867893
2024-04-21,21471.559596726067,-2071.28303506078,43018.13106725289
2024-04-22,22734.517816614345,-389.50566097566457,44078.54157132972
2024-04-23,21503.542445835712,-964.8458737660459,46167.18596432986
2024-04-24,22410.40318529352,-1263.4174199176466,45754.996092668596
2024-04-25,22175.754808753707,689.979284988844,45259.87614848814
2024-04-26,25632.510936327573,3653.2150512802305,49362.70460142907
2024-04-27,23458.085749905953,811.882386248726,45606.302784917774
2024-04-28,22982.865432917548,401.5329720521567,45959.44422274567
2024-04-29,24403.43255367076,462.2810274778716,46808.139834316054
2024-04-30,23312.247604064367,203.55455395984194,45296.82561478084
2024-05-01,24334.062954358953,920.3884941565274,47031.46221033455
2024-05-02,24183.121174133717,1476.7289822805799,47342.809211650594
2024-05-03,27686.757504928602,2326.927929804202,50315.8114394995
2024-05-04,25517.845450121364,3809.4181786575587,48528.003192502234
2024-05-05,25003.44075802916,2230.126227774557,46838.0198329704
2024-05-06,26338.141467598147,2811.2487268657987,48761.722030473364
2024-05-07,25113.863803962548,1261.1962729796403,47637.3855206994
2024-05-08,25956.306020898206,1997.3769389107679,48848.616500232056
2024-05-09,25582.15033500986,3763.3251665374482,47980.13512138816
2024-05-10,28822.622345292923,7002.869019489859,51313.70236082788
2024-05-11,26355.84793921132,1970.0295838738116,49160.75258515387
2024-05-12,25515.36539361956,2462.8652580842963,46448.57470328601
2024-05-13,26503.314097155755,4500.556946329899,49076.743572237014
2024-05-14,24920.004650746116,1348.3094632354314,50764.34148657068
2024-05-15,25400.148476920407,1769.9278267558248,46735.48553658212
2024-05-16,24669.803997917432,234.70518026989674,45173.35516337989
2024-05-17,27569.66636743566,4527.323232730808,51391.03030680645
2024-05-18,24787.14879410489,1185.6345237334326,45918.95568073812
2024-05-19,23664.621408038485,605.7526473552163,47285.187736067666
2024-05-20,24412.337296532318,3187.6294536377804,47884.25854906288
2024-05-21,22637.758376394046,193.61356905165317,45398.22216993455
2024-05-22,22981.56661609382,-717.0804837020277,46166.72506041307
2024-05-23,22174.42430080786,-1855.5833793287422,46810.09613112309
2024-05-24,25060.116007816556,2597.215904735632,46686.95709052709
2024-05-25,22327.524891713765,211.96551442813717,44921.79720540225
2024-05-26,21318.81253097197,-1532.2986000299356,43000.33078101732
2024-05-27,22242.333909453868,-1887.1421166696234,45496.97396137722
2024-05-28,20702.00071043573,-2141.4026985575542,44046.55560517916
2024-05-29,21333.377532898478,-1756.355932735759,44445.27397132508
2024-05-30,20860.572391290145,-3896.541335908959,44296.86135708111
2024-05-31,24119.550498064502,239.24789097847426,46330.97225680365
2024-06-01,21790.319024595825,-547.8087073940322,45537.200597432005
2024-06-02,21205.346099395374,-1819.5138176665912,43471.50824263115
2024-06-03,22562.7387057522,-798.3309889959892,45712.927834790695
2024-06-04,21455.885055370152,-3513.5606752279896,42912.79976572174
